,Unnamed: 0,Date,Title,Link,Headline,Article,Source
283,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","During the first three months of the year, these were $17.9 billion",La República
284,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","With this, the company's gross profit reached $14.5 billion, whose increase compared to the 2021 figure was 117.10%",La República
285,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","Likewise, the consolidated net profit also showed a positive evolution",La República
286,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly",This reached $7.3 billion in this period and grew 116.80% compared to its benchmark 12 months ago.,La República
287,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.",La República
288,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly",These data are also the best obtained by the company,La República
289,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly",Ebitda reached $15.8 billion and the margin was 49% during the first three months,La República
290,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly",THE CONTRASTSFelipe BayónPresident of Ecopetrol“I am pleased to announce that we achieved the best quarterly result in the history of the Ecopetrol Group,La República
291,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","We closed with revenues of $32.5 billion in the first quarter.""Julio César VeraPresident of Xua Energy""These are record figures and are partly the results of a high oil price that adds to the high TRM""",La República
292,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","RELATED ARTICLEEcopetrol shares fall more than 5% driven by Brent crude oil pricesIt is worth noting that since the fourth quarter of last year, Ecopetrol added to its results the figures obtained by ISA, whose acquisition closed last year",La República
293,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","The Group's report highlights that the contribution of the energy and road infrastructure company was $200,000 million to net income and $2 billion to Ebitda.",La República
294,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","At the end of March, the company reported that it has US$986 million committed in investments, which in exchange represents close to $3.9 billion",La República
295,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","RELATED ARTICLEEcopetrol expects that in June it will receive a second ruling on the viability of fracking pilotsAdvance of fracking pilots With respect to the pilots of unconventional fields, the company reported that it hopes to have firm the Anla resolution that gives free rein to the development of Kalé, located in Puerto Wilches",La República
296,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly",It should be remembered that the First Court of Barrancabermeja suspended the permit granted by the Environmental License Authority,La República
297,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly",The oil company reported that it will appeal the ruling and with this it hopes to have the permit in place.,La República
298,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","Regarding the second pilot, Platero, the company expects to receive in the coming months",La República
299,557,2022-05-11 00:00:00,Ecopetrol achieved the best result in the first quarter with the highest net profit,https://www.larepublica.co/redirect/post/3360986,"During this period, the company reported revenues of $32.4 billion and net income attributable to shareholders of $6.6 billion. both data, the best quarterly","“We are convinced of the importance of the pilots for the country's energy security, which is why we will continue to advance in activities related to the pilots,” said Bayón.",La República
300,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","In the case of the net profit attributable to shareholders, this reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion. Ecopetrol presented its financial results for the first quarter of the year",La República
301,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","In this, the company reports good results, explained in part by the good crude oil prices.",La República
302,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","During this period, the company's total sales reached $32.4 billion",La República
303,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","Felipe Bayón, president of the company, reported that these are the best quarterly results he has ever had.",La República
304,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","Compared to the result of the same period in 2021, this represents an increase of 88.70%, since at that time, sales were $17.2 billion",La República
305,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","Compared to the fourth quarter of 2021, it also shows an increase, since at that time, the revenue figure was $31.7 billion and in the third quarter it was $23.3 billion",La República
306,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","The cost of sales, however, also showed growth, although not as high, and was 70.60%",La República
307,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","During the first three months of the year, these were $17.9 billion",La República
308,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","With this, the company's gross profit reached $14.5 billion, whose increase compared to the 2021 figure was 117.10%",La República
309,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","Likewise, the consolidated net profit also showed a positive evolution",La República
310,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.",This reached $7.3 billion in this period and grew 116.80% compared to its benchmark 12 months ago.,La República
311,558,2022-05-10 00:00:00,Ecopetrol achieved its best quarterly results with $32.47 billion in revenue,https://www.larepublica.co/redirect/post/3361044,"In the case of the net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.","In the case of net profit attributable to shareholders, it reached $6.6 billion, with a positive variation of 113% since it had been $3.08 billion.",La República
312,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits higher than those of 2021 Ecopetrol will reveal its financial results for the first quarter of 2022 in the next few hours,La República
313,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"The country's most important company is expected to release its balance sheet after the market closes: analysts have predicted positive results for the organization, despite low production levels",La República
314,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"According to Omar Suárez, from Casa de Bolsa, Ecopetrol's results ""are expected to be positive and highly influenced by the increase in oil: they have gained important efficiencies in their expenses and costs.""",La República
315,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"The expert assured that the company is expected to announce a production of 288,000 barrels per day, which would have revenues of $34.5 billion and an operating profit of 11.7 billion.",La República
316,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"""We expect there to be an Ebitda of $16.7 billion, which would mean a margin of 48.5%",La República
317,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"The net profit would be $6.91 billion,"" said Suárez.",La República
318,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"Another of the experts consulted was Sergio Cabrales, a professor at the University of the Andes, who assured that during the first quarter of the year the average price of Brent crude oil, used as an indicator for Ecopetrol, was US$ 100.3 per barrel: This way it estimates that the price of Ecopetrol's crude oil sales basket is $92.9 per barrel in the first three months of the year.",La República
319,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"""The total estimated income is $40 billion, which represents an increase of 27% compared to the last quarter of 2021.",La República
320,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,Ebitda may rise to $22 billion driven by international oil prices,La República
321,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"""Estimated net profit is estimated at $14.5 billion, which represents more than double compared to the last quarter of 2021,"" said Cabrales.",La República
322,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"Julio César Vera, president of the Xua Energy Foundation, supported the opinion of the other experts consulted by stating that oil prices have been above US$90 per barrel and have even been above US$100 in recent months, which represents positive results for Ecopetrol",La República
323,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,The expert assures that a record financial result is expected and even higher than that of the fourth quarter of 2021.,La República
324,559,2022-05-10 00:00:00,Analysts expect positive financial results from Ecopetrol in the first quarter,https://www.larepublica.co/redirect/post/3360526,The company will reveal its performance today: analysts point out that the high price of a barrel generated profits greater than those of 2021,"""It could be a net profit above $7 billion and an Ebitda above $15 billion,"" he said.",La República
325,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound. After registering several days on the rise, today Ecopetrol's stock on the Colombian Stock Exchange (BVC) fell about 5.16%, to $3,103 per share",La República
326,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","The titles hit a low of $3,103 and a high of $3,250",La República
327,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound",The behavior of the stock is in line with the fall in crude oil prices,La República
328,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","On the one hand, a barrel of Brent, the reference for Colombia, fell 6.27% to US$105.24; while the West Texas Intermediate (WTI) reached US$102.51",La República
329,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","Daniela Triana, equity analyst for Acciones y Valores, explained that this movement in the oil company's stock already reflects global uncertainty, given that the effect of the increase in the price of oil and the takeover bids presented by Jaime Gilinski have already diminished. about Grupo Sura and Grupo Nutresa",La República
330,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","""With the completion of the takeover bids and with the volatility of oil prices, which does not generate as much confidence, we are beginning to see behavior much more similar to what is being observed in the United States,"" said the expert.",La República
331,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound",Triana also assured that the stock will begin trading closer to the target price of the analyst consensus.,La República
332,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","""Since the report of results and dividends, we expected a drop in the share, because the price was very inflated compared to what the analysts' target price is.",La República
333,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","Our target price is $3,200 and it was trading above $3,300 and the analysts' consensus price target is $3,460, so it was a little overvalued by the market and it was because of this whole oil issue, so as it goes down, Ecopetrol also falls""",La República
334,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","The company will report quarterly results tomorrow Tomorrow, Ecopetrol will report its financial results for the first quarter of this year and, with them, it is expected that the stock could rebound, but ""it would not be a very sustainable rebound over time, we expect it to again decline to levels that we are observing at this moment and it is already maintained with a more natural and not so exponential growth,"" said Triana",La República
335,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","A report from Casa de Bolsa highlighted the behavior of oil prices, which would lead Ecopetrol to record outstanding results for said quarter, even with the low levels of crude oil production.",La República
336,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","In this case, it is estimated that the oil company will obtain revenues of $30.2 billion, with an annual increase of 75.7%, which would lead to a net profit of $14.1 billion and an EBITDA of $29.3 billion.",La República
337,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","""It is important to note that on this occasion the group's results consolidate ISA's operation 100%, which limits comparability compared to 1Q21, where the transaction had not been carried out.",La República
338,560,2022-05-09 00:00:00,Ecopetrol shares fall more than 5% driven by Brent crude oil prices,https://www.larepublica.co/redirect/post/3360136,"Tomorrow, the company will report its financial results for the first quarter of this year and, with them, it is expected that the stock can rebound","In this case, it is important to monitor the impact of Ecopetrol's account receivable with the Fuel Price Stabilization Fund on cash flow,"" the commission agent explained in the document.",La República
339,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,The period for publishing results of companies that are listed on the Stock Exchange began,La República
340,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"This is the calendar The period for publishing the financial results for the first quarter of 2022 has already begun, by the main companies that are listed on the Colombian Stock Exchange (BVC).",La República
341,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"The first to take place were those of PEI, Grupo Éxito, Celsia and Isa; and during this month more than 20 companies will take stock",La República
342,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"Among the companies that will report results this week are Cementos Argos, Mineros, Ecopetrol, Grupo Bancolombia, Grupo Argos, Canacol, Terpel and Sura",La República
343,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"In the following weeks, Nu, Grupo Aval, Enka, Davivienda, El Cóndor, Corficolombiana, Grupo Energía Bogotá, Promigas and ETB will also do so.",La República
344,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"But what is expected from these results? According to a report from Casa de Bolsa, for the first quarter of this year, financial results are expected to remain in positive territory and, to a lesser extent, in neutral territory.",La República
345,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"The figures would have been favored by a continued recovery in economic activity, given the fewer restrictions on mobility and the good dynamics of consumption.",La República
346,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"The statistical base effect would still be present in this period, in which annual growth in income, Ebitda and profits of the majority of companies listed on the Colombian Stock Exchange (BVC) would continue to be observed.",La República
347,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"By sector, it is estimated that oil, financial, consumer, real estate and public services will remain in positive territory.",La República
348,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"Regarding the first, the commission agent highlighted the behavior of oil prices, which would lead Ecopetrol to record outstanding results, even with low production levels.",La República
349,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"In this case, it is estimated that the oil company will obtain revenues of $30.2 billion, with an annual increase of 75.7%, which would lead to a net profit of $14.1 billion and an EBITDA of $29.3 billion.",La República
350,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"""It is important to note that on this occasion the group's results consolidate ISA's operation 100%, which limits comparability compared to 1Q21, where the transaction had not been carried out.",La República
351,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"In this case, it is important to monitor the impact of Ecopetrol's account receivable with the Fuel Price Stabilization Fund on cash flow,"" the commission agent explained in the document.",La República
352,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"Meanwhile, the positive macroeconomic outlook would be favorable for companies in the financial sector, in which greater portfolio growth, a lower level of write-offs and a positive effect on margins are expected, given the increases in interest rates.",La República
353,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"RELATED ARTICLEEcopetrol expects to receive a second ruling in June on the viability of fracking pilots. For Bancolombia, for example, operational income of $4.8 billion is expected in the first quarter of 2022; and for Davivienda, $2.5 billion",La República
354,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"As for companies dedicated to the supply of public services, positive dynamics are expected, benefiting from the increase in demand and rates.",La República
355,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"In this case, Grupo Energía Bogotá is expected to register positive results, with a greater number of connections in Peru (Cálidda)",La República
356,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"The estimated revenues are $1.6 trillion, while the Ebitda would amount to $671,000 million and the net profit would be $571,000 million.",La República
357,561,2022-05-09 00:00:00,Ecopetrol and Bancolombia will lead results of the quarter's delivery schedule,https://www.larepublica.co/redirect/post/3359797,The period for publishing results of companies that are listed on the Stock Exchange has begun. This is the calendar,"On the other hand, in the construction sector, results are expected to be negative for Cemex Latam Holdings (CLH) and neutral for Cementos Argos, driven by the operation in the United States, but with pressure on margins due to the impact on the increase in fuel prices, which affect operating costs.",La República
358,562,2022-05-06 00:00:00,Ecopetrol expects to receive a second ruling on the viability of fracking pilots in June,https://www.larepublica.co/redirect/post/3357928,"On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project","On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project. After the First Court of Barrancabermeja suspended the environmental license permit that had been granted by the National Environmental License Authority (Anla) on February 25, Ecopetrol held a socialization of the technical specifications of its Comprehensive Research Pilot Project (Ppii) in Kalé and Platero",La República
359,562,2022-05-06 00:00:00,Ecopetrol expects to receive a second ruling on the viability of fracking pilots in June,https://www.larepublica.co/redirect/post/3357928,"On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project","The external affairs manager of the company's Non-Conventional Deposits, Catalina Velásquez, explained that there are several replacement resources that Anla currently has regarding Kale, while Platero is in the process of obtaining additional information.",La República
360,562,2022-05-06 00:00:00,Ecopetrol expects to receive a second ruling on the viability of fracking pilots in June,https://www.larepublica.co/redirect/post/3357928,"On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project",“There is a protection action with a first instance ruling that suspended environmental licensing procedures until prior consultation with Afrowilches,La República
361,562,2022-05-06 00:00:00,Ecopetrol expects to receive a second ruling on the viability of fracking pilots in June,https://www.larepublica.co/redirect/post/3357928,"On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project","That ruling is contested and we would expect the response to take 20 business days, we anticipate that in June there will be a second instance ruling,"" he highlighted.",La República
362,562,2022-05-06 00:00:00,Ecopetrol expects to receive a second ruling on the viability of fracking pilots in June,https://www.larepublica.co/redirect/post/3357928,"On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project","As announced in April, Ecopetrol filed a challenge on the 26th of that month, as it assured that there was no impact on that community. “The Ministry of the Interior and other entities are also intervening in this challenge.”",La República
363,562,2022-05-06 00:00:00,Ecopetrol expects to receive a second ruling on the viability of fracking pilots in June,https://www.larepublica.co/redirect/post/3357928,"On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project","The Colombian Oil and Gas Association (ACP), headed by Francisco Lloreda, had stated regarding the ruling of the Barrancabermeja court that “just because it does not do fracking, Colombia will stop consuming gas and oil or their derivatives.”",La República
364,562,2022-05-06 00:00:00,Ecopetrol expects to receive a second ruling on the viability of fracking pilots in June,https://www.larepublica.co/redirect/post/3357928,"On April 26, the company challenged the decision of the Barrancabermeja court that suspended the license for the Kalé project","From the hydrocarbons sector we have insisted on the importance of not losing the opportunity to guarantee the country's energy security with the necessary resources to supply the domestic market and generate surpluses for export.""",La República
